publisher,isbn10,isbn13,title,language,pub_year,book_id,authors,genre_list,img_url,description
Dargaud,2205063138,9782205063134,"L'Enfer, le silence",,2010,8586748,"Juan Díaz Canales,Juanjo Guarnido","Mystery,Detective,Noir,Fantasy,Comics,Graphic Novels,Sequential Art,Fiction,Bande Dessinée,Crime,Comic Book",https://d.gr-assets.com/books/1329355549l/8586748.jpg,"Années 1950, La Nouvelle-Orléans, où la fête de Mardi gras bat son plein. Grâce à Weekly, un producteur de jazz dénommé Faust fait la connaissance de Blacksad. Faust demande à ce dernier de s occuper d une affaire : un de ses musiciens, le pianiste Sebastian, a disparu. Il n a pas donné signe de vie depuis des mois, mettant en péril le label musical privé d une star. FaustAnnées 1950, La Nouvelle-Orléans, où la fête de Mardi gras bat son plein. Grâce à Weekly, un producteur de jazz dénommé Faust fait la connaissance de Blacksad. Faust demande à ce dernier de s occuper d une affaire : un de ses musiciens, le pianiste Sebastian, a disparu. Il n a pas donné signe de vie depuis des mois, mettant en péril le label musical privé d une star. Faust craint que Sebastian ait, une fois de trop, sombré dans la drogue. Sa requête est d autant plus pressante que Faust se sait atteint d un cancer. John accepte la mission et découvre peu à peu que Faust ne lui a pas tout dit. Il s aperçoit qu il est lui-même manipulé, mais décide tout de même de retrouver Sebastian pour comprendre les raisons de sa disparition. Il ne sait pas encore qu il va connaître son enquête la plus éprouvante, à plus d un égard."
Dargaud,2871290628,9782871290629,La nuit du 3 août,,1990,2777330,"William Vance,Jean Van Hamme","Mystery,Bande Dessinée,Graphic Novels,Sequential Art,Crime,Comics,Adventure",https://d.gr-assets.com/books/1328090834l/2777330.jpg,"XIII is een stevige kerel, met de allures van een zware jongen. Hij is zijn geheugen kwijt en bevindt zich op een hem onbekende plaats. Het enige spoor dat hem wegwijs kan maken is het nummer XIII, dat hij als tatoeage draagt. Hij wordt achternagezeten door een bende moordenaars. En ook de hogere burgerlijke en militaire kringen hebben interesse voor hem. Het verhaal speelXIII is een stevige kerel, met de allures van een zware jongen. Hij is zijn geheugen kwijt en bevindt zich op een hem onbekende plaats. Het enige spoor dat hem wegwijs kan maken is het nummer XIII, dat hij als tatoeage draagt. Hij wordt achternagezeten door een bende moordenaars. En ook de hogere burgerlijke en militaire kringen hebben interesse voor hem. Het verhaal speelt zich af in een modern, niet gepreciseerd kader, dat doet denken aan de Verenigde Staten. De waanzinnige achtervolging van XIII loopt over verscheidene albums. Beetje bij beetje komen we meer van zijn verleden te weten. Hij zou trouwens nauw verbonden zijn met de recente geschiedenis van het land. Het scenario van Jean van Hamme mengt avontuur, fictie en de geschiedenis van de laatste 20 jaar. Onze held komt sympathiek en raadselachtig over."
Dark Horse Comics,1595825134,9781595825131,Beasts of Burden: Animal Rites,,2010,7703037,"Evan Dorkin,Jill Thompson","Young Adult,Animals,Comics,Graphic Novels Comics,Horror,Graphic Novels,Sequential Art,Fiction,Fantasy,Cats,Supernatural",https://d.gr-assets.com/books/1279280327l/7703037.jpg,"Welcome to Burden Hill; a picturesque little town adorned with white picket fences and green, green grass, home to a unique team of paranormal investigators. Beneath this shiny exterior, Burden Hill harbors dark and sinister secrets, and it's up to a heroic gang of dogs and one cat to protect the town from the evil forces at work. These are the Beasts of Burden Hill; Pugs,Welcome to Burden Hill; a picturesque little town adorned with white picket fences and green, green grass, home to a unique team of paranormal investigators. Beneath this shiny exterior, Burden Hill harbors dark and sinister secrets, and it's up to a heroic gang of dogs and one cat to protect the town from the evil forces at work. These are the Beasts of Burden Hill; Pugs, Ace, Jack, Whitey, Red and the Orphan whose early experiences with the paranormal (including a haunted doghouse, a witches' coven, and a pack of canine zombies) have led them to become members of the Wise Dog Society, official animal agents sworn to protect their town from evil. This turns out to be no easy task, as they soon encounter demonic cannibal frogs, tortured spirits, a secret rat society, and a bizarre and deadly resurrection in the Burden Hill cemetery — events which lead to fear and heartbreak as our four-legged heroes discover that the evil within Burden Hill is growing and on the move. Can our heroes overcome these supernatural menaces? Can evil be bested by a paranormal team that doesn't have hands? And even more importantly, will Pugs ever shut the hell up?Adventure, mystery, horror, and humor thrive on every page of Beasts of Burden — a comic-book series that will capture readers' hearts and haunt their dreams.Award-winning comics creators Evan Dorkin (Milk and Cheese) and Jill Thompson (Scary Godmother) first introduced these very special investigators inThe Dark Horse Book of Hauntingsand the otherDark Horse Book of . . .anthologies, for which they won coveted Eisner Awards for Best Short Story and Best Painter. Those first tales are collected here, along with the comic seriesBeasts of Burdenissues #1–#4."
Casterman,2203370114,9782203370111,Marie,,2006,1076093,"Jean-Louis Tripp,Régis Loisel","Bande Dessinée,Graphic Novels,Sequential Art,France,Comics,Cultural,Historical Fiction",https://d.gr-assets.com/books/1180779499l/1076093.jpg,"- Ben voyons, Marie, tout le monde profite de toi, et puis on dirait que tu le vois pas... - Faut bien rendre service, Jacinthe... Je l'ai toujours fait. - Oui, mais avant, c'était Félix qui s'occupait du magasin ! - Je sais bien, ma petite Jacinthe... Je sais, mais j'ai toujours été comme ça... Une comédie truculente dans la campagne québécoise des années 20, premier vole- Ben voyons, Marie, tout le monde profite de toi, et puis on dirait que tu le vois pas... - Faut bien rendre service, Jacinthe... Je l'ai toujours fait. - Oui, mais avant, c'était Félix qui s'occupait du magasin ! - Je sais bien, ma petite Jacinthe... Je sais, mais j'ai toujours été comme ça... Une comédie truculente dans la campagne québécoise des années 20, premier volet de la trilogie distillée par Régis Loisel (La Quête de l'oiseau du temps, Peter Pan) et Jean-Louis Tripp (Jacques Gallard, Paroles d Anges). Réalisant ensemble le scénario aussi bien que le dessin, Loisel et Tripp ont conjugué leurs talents pour donner naissance à un auteur virtuel."
Houghton Mifflin Harcourt,0618571221,9780618571222,The Prodigal Tongue: Dispatches from the Future of English,,2008,3428170,Mark Abley,"History,Language,Non Fiction,Humanities",https://d.gr-assets.com/books/1347497845l/3428170.jpg,"An exhilarating exploration of how the world's languages are likely to transform and be transformed by their speakersMark Abley, author of Spoken Here, takes the reader on a global journey like no other—from Singapore to Tokyo, from Oxford to Los Angeles, through the Internet and back in time. As much a travel book as a tour of words at play, The Prodigal Tongue goes beyonAn exhilarating exploration of how the world's languages are likely to transform and be transformed by their speakersMark Abley, author of Spoken Here, takes the reader on a global journey like no other—from Singapore to Tokyo, from Oxford to Los Angeles, through the Internet and back in time. As much a travel book as a tour of words at play, The Prodigal Tongue goes beyond grammar and vocabulary to discover how language is irrevocably changing the people of the world in far-reaching ways. On his travels, Abley encounters bloggers, translators, novelists, therapists, dictionary makers, hip-hop performers, and Web-savvy teens. He talks to a married couple who corresponded passionately online before they met in “meatspace.” And he listens to teenagers, puzzling out the words they coin in chat rooms and virtual worlds. Everywhere he goes, he asks what the future is likely to hold for the ways we communicate. Abley balances a traditional concern for honesty and accuracy in language with a less traditional delight in the sheer creative energy of new words and expressions. Provocative, perceptive, and often hilarious, this is a book for everyone who cherishes the words we use."
Dark Horse Books,1595823972,9781595823977,Grandville,,2009,6660561,Bryan Talbot,"Mystery,Graphic Novels Comics,Fantasy,Comics,Steampunk,Graphic Novels,Sequential Art,Fiction,Science Fiction,Alternate History,Crime",https://d.gr-assets.com/books/1347413078l/6660561.jpg,"Two hundred years ago, Britain lost the Napoleonic War and fell under the thumb of French domination. Gaining independence after decades of civil disobedience and anarchist bombings, the Socialist Republic of Britain is now a small, unimportant backwater connected by a railway bridge, steam-powered dirigible, and mutual suspicion to France. When a British diplomat's murderTwo hundred years ago, Britain lost the Napoleonic War and fell under the thumb of French domination. Gaining independence after decades of civil disobedience and anarchist bombings, the Socialist Republic of Britain is now a small, unimportant backwater connected by a railway bridge, steam-powered dirigible, and mutual suspicion to France. When a British diplomat's murder is made to look like suicide, ferocious Detective Inspector LeBrock of Scotland Yard stalks a ruthless murder squad through the heart of a Belle Epoque Paris, the center of the greatest empire in a world of steam-driven hansom cabs, automatons, and flying machines. LeBrock's relentless quest can lead only to death, truth... or war.* Following on the heels of his internationally acclaimed graphic novels The Tale of One Bad Rat and Alice in Sunderland, Grandville is a fantastical and audacious rollercoaster ride, visually stunning and rich in memorable detail."
Fantagraphics,1606996363,9781606996362,Good Dog,,2013,16255247,Graham Chaffee,"Animals,Childrens,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Adult,Comic Book,Dogs,Picture Books",https://d.gr-assets.com/books/1385993132l/16255247.jpg,"Good Dog marks the welcome return of alternative cartoonist Graham Chaffee, who, after his successful 2003 collection of short stories, The Most Important Thing and other Stories, took a detour to devote himself to the art of tattooing, before charging back with his new, beautifully conceived graphic novel. Ivan, who is plagued by terrible nightmares about chickens and rabGood Dog marks the welcome return of alternative cartoonist Graham Chaffee, who, after his successful 2003 collection of short stories, The Most Important Thing and other Stories, took a detour to devote himself to the art of tattooing, before charging back with his new, beautifully conceived graphic novel. Ivan, who is plagued by terrible nightmares about chickens and rabbits, is a good dog--if only someone would notice. Readers accompany the stray as he navigates dog society, weathers pack politics, and surveys canine-human interactions. Good Dog's story and pen-and-ink art are deceptively simple, but Chaffee uses the approachability of the subject matter as a device to explore topics such as independence, security, assimilation, loyalty, and violence. Preteen-and-up dog fanciers, especially, will warm to the well-meaning Ivan and his exploits with a motley assortment of Scotties, Bulldogs, and mutts. Chaffee combines illustrative gravitas with cartooning verve and creates a richly textured, dog's-eye view of the world. The story is a rousing Jack Londonesque adventure as well as a moral parable."
IDW Publishing,1613772084,9781613772089,Richard Stark’s Parker: The Score,,2012,14539948,"Darwyn Cooke,Richard Stark","Mystery,Noir,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Crime",https://d.gr-assets.com/books/1341795386l/14539948.jpg,"Fresh from his Eisner Award-winning efforts on The Hunter and The Outfit, Darwyn Cooke now sets his steely sights on The Score, the classic Richard Stark Parker novel from 1964. Parker becomes embroiled in a plot with a dozen partners in crime to pull off what might be the ultimate heist - robbing an entire town. Everything was going fine for a while, and then things got bFresh from his Eisner Award-winning efforts on The Hunter and The Outfit, Darwyn Cooke now sets his steely sights on The Score, the classic Richard Stark Parker novel from 1964. Parker becomes embroiled in a plot with a dozen partners in crime to pull off what might be the ultimate heist - robbing an entire town. Everything was going fine for a while, and then things got bad. Considered one of the best in the Parker series, The Score is the perfect vehicle for Darwyn Cooke to pull out all the stops and let loose with a book that has all the impact of a brutal kick to the solar plexus"
Jonathan Cape,0224077902,9780224077903,Britten and Brülightly,,2008,3373234,Hannah Berry,"Mystery,Detective,Noir,Comix,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Crime,Adult,Fiction",https://d.gr-assets.com/books/1320389843l/3373234.jpg,"'Nowadays I don't get out of bed for less than a murder. I don't get out of bed much...Until today.''Private Researcher' Fernández Britten is the messenger who would view being shot as a blessing. The years spent uncovering people's secret dramas and helping to confirm their darkest suspicions have taken their toll. Battered by remorse over the lives he has ruined, he clin'Nowadays I don't get out of bed for less than a murder. I don't get out of bed much...Until today.''Private Researcher' Fernández Britten is the messenger who would view being shot as a blessing. The years spent uncovering people's secret dramas and helping to confirm their darkest suspicions have taken their toll. Battered by remorse over the lives he has ruined, he clings to the hope of redemption through delivering, just once, a truth with a positive impact. It's a hope he has been clinging to for a long time.And so Britten and his 'unconventional' partner, Brülightly, take on the case of suicide Berni Kudos. At least, suicide was the official verdict. His fiancée, Charlotte Maughton, believes his death was something more sinister.Blackmail, revenge, murder: desperate acts are exposed, and this is no tree-lined avenue to justice. Each new revelation stirs the muddy waters of a family's dark secrets, and each fresh twist takes them further from that elusive redemption.There are murder mysteries and there are murder mysteries, but this is a noir where nothing is black and white."
IDW Publishing,1600107621,9781600107627,Richard Stark’s Parker: The Outfit,,2010,7961296,"Darwyn Cooke,Richard Stark","Mystery,Noir,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Crime,Fiction,Comic Book,Pulp,Thriller",https://d.gr-assets.com/books/1441745063l/7961296.jpg,"After he evens the score with those who betrayed him and recovers the money he was cheated out of from the syndicate, Parker is riding high. Until, that is, he's fingered by a squealer who rats him out to The Outfit for the price they put on his head."
Archaia,1932386947,9781932386943,"Mouse Guard: Legends of the Guard, Vol. 1",,2010,8522794,"David Petersen,Mark Smylie,Nate Pride,Jason Shawn Alexander,Alex Sheikman,Lowell Francis,Guy Davis,Jeremy A. Bastian,Karl Kerschl,Terry Moore,Ted Naifeh,Katie Cook,Gene Ha,Alex Kain,Sean Rubin,Craig Rousseau","Young Adult,Animals,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Anthologies,Fantasy,Adventure,Short Stories",https://d.gr-assets.com/books/1377011705l/8522794.jpg,"Inside the June Alley Inn, located in the western mouse city of Barkstone, mice gather to tell tales, each trying to outdo the other. A competition, of sorts, begins. The rules: Every story must contain one truth, one lie and have never been told in that tavern before. With the winner getting his bar tab cleared, fantastic stories are spun throughout the evening. Legends oInside the June Alley Inn, located in the western mouse city of Barkstone, mice gather to tell tales, each trying to outdo the other. A competition, of sorts, begins. The rules: Every story must contain one truth, one lie and have never been told in that tavern before. With the winner getting his bar tab cleared, fantastic stories are spun throughout the evening. Legends of the Guard is a new Mouse Guard anthology series featuring the work of artists and storytellers handpicked by series creator David Petersen, including Jeremy Bastian (Cursed Pirate Girl), Alex Sheikman (Robotika), Ted Naifeh (Courtney Crumrin and the Night Things), Gene Ha (Top 10), Sean Rubin (Redwall), Guy Davis (B.P.R.D.), Katie Cook (Fraggle Rock), Karl Kerschl (Teen Titans: Year One), Craig Rousseau (Impulse), and Mark Smylie (Artesia)."
Idea and Design Works,1600104932,9781600104930,Richard Stark's Parker: The Hunter,,2009,6149789,"Darwyn Cooke,Richard Stark","Mystery,Noir,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Crime,Comic Book,Thriller",https://d.gr-assets.com/books/1356943363l/6149789.jpg,"The Hunter, the first book in the Parker series, is the story of a man who hits New York head-on like a shotgun blast to the chest. Betrayed by the woman he loved and double-crossed by his partner in crime, Parker makes his way cross-country with only one thought burning in his mind - to coldly exact his revenge and reclaim what was taken from him! Richard (Donald WestlakeThe Hunter, the first book in the Parker series, is the story of a man who hits New York head-on like a shotgun blast to the chest. Betrayed by the woman he loved and double-crossed by his partner in crime, Parker makes his way cross-country with only one thought burning in his mind - to coldly exact his revenge and reclaim what was taken from him! Richard (Donald Westlake) Stark's groundbreaking Parker books are adapted for the first time as a series of graphic novels by Darwyn Cooke. The initial graphic novel brings to life the first Parker book, The Hunter, which introduces readers to the dangerous anti-hero's cold and calculated world of criminals, thugs, and grifters."
DC Comics,1401222846,9781401222840,"The Starman Omnibus, Vol. 3",,2009,6314735,"Wade Von Grawbadger,Tony Harris,Chuck Kim,James Robinson,Steve Yeowell,Phil Jimenez,Mitch Byrd,J.H. Williams III,Lee Weeks,Dusty Abell,Michael Zulli,Bret Blevins,Mark Buckingham,Gene Ha,Stefano Gaudiano,Richard Pace","Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Science Fiction,Superheroes,Comic Book,Dc Comics,Adventure",https://d.gr-assets.com/books/1381836337l/6314735.jpg,"The acclaimed series STARMAN, starring a Gen-X super hero from the 1990s, is re-presented in high quality format, featuring spectacular art by Eisner Award winner Tony Harris.In this new, third volume, Starman's hometown of Opal City is terrorized by Dr. Pip, an eccentric bomber. And with no demands from the mad villain, both Starman and the local authorities are unable toThe acclaimed series STARMAN, starring a Gen-X super hero from the 1990s, is re-presented in high quality format, featuring spectacular art by Eisner Award winner Tony Harris.In this new, third volume, Starman's hometown of Opal City is terrorized by Dr. Pip, an eccentric bomber. And with no demands from the mad villain, both Starman and the local authorities are unable to track him down. Also in this volume, Starman teams up with Batman to save the life of reformed villain Solomon Grundy, and readers learn the history of Starman's enigmatic mentor, The Shade."
GRAPHIX,0545128870,9780545128872,Dogs of War,,2013,14830188,"Nathan Fox,Sheila Keenan","Middle Grade,Young Adult,Animals,Historical,Comics,Graphic Novels,Sequential Art,Dogs,Historical Fiction,Short Stories,War,Childrens",https://d.gr-assets.com/books/1369871378l/14830188.jpg,"Sheila Keenan's captivating stories, paired with Nathan Fox's stunning art, bring the heroic military actions of man's best friend to life!Some war heroes heard the wind whistling over a hidden trip wire.Some war heroes sniffed out a sniper 1,000 yards away.Some war heroes stood tall . . . on four legs!DOGS OF WAR is a graphic novel that tells the stories of the canine milSheila Keenan's captivating stories, paired with Nathan Fox's stunning art, bring the heroic military actions of man's best friend to life!Some war heroes heard the wind whistling over a hidden trip wire.Some war heroes sniffed out a sniper 1,000 yards away.Some war heroes stood tall . . . on four legs!DOGS OF WAR is a graphic novel that tells the stories of the canine military heroes of World War I, World War II, and the Vietnam War. This collection of three fictional stories was inspired by historic battles and real military practice. Each story tells the remarkable adventures of a soldier and his service dog and is rendered with fascinating and beautiful detail, bringing to life the faithful dogs who braved bombs, barrages, and battles to save the lives of countless soldiers.Based on the real-life roles of military dogs that served as Red Cross rescuers, messengers, scouts, search-and-rescue teams, sentries, and mascots, DOGS OF WAR captures both the adventure and the devastation brought on by war, as well as the celebrations of life and friendship between boys and their dogs."
W,0393326764,9780393326765,The Big Bento Box of Unuseless Japanese Inventions,,2005,282010,"Dan Papia,Hugh Fearnley-Whittingstall,Kenji Kawakami","Humor,Art,Photography,Culture,Cultural,Japan,Comedy,Non Fiction",https://d.gr-assets.com/books/1348582914l/282010.jpg,"In Japan, Kenji Kawakami is famous for his tireless promotion of Chindogu: the art of the unuseless idea. Kawakami has developed an entire philosophy around these bizarre and logic-defying gadgets and gizmos, which must work but are actually entirely impractical. Created in the spirit of anarchy, unuseless inventions are not allowed to be patented or sold. Fans of the unusIn Japan, Kenji Kawakami is famous for his tireless promotion of Chindogu: the art of the unuseless idea. Kawakami has developed an entire philosophy around these bizarre and logic-defying gadgets and gizmos, which must work but are actually entirely impractical. Created in the spirit of anarchy, unuseless inventions are not allowed to be patented or sold. Fans of the unuseless will love this completely absorbing collection of 200 Chindogu, including the Drymobile (your laundry dries as you drive), the Solar-Powered Torch (never runs low on batteries), Duster Slippers for Cats (now the most boring job around the house becomes hours of fun...for your cat!), Walk 'n' Wash Ankle-Attachable Laundry Tanks (a perfect solution for the problems of inadequate exercise and hygiene), and many, many more... These hilarious inventions have taken Japan by storm. Every one of the 200 items inThe Big Bento Box of Unuseless Japanese Inventionshas actually been manufactured to the highest standards, fully tested by pioneering members of the Japanese public, and documented in their unuselessness with photographs."
First Second,1596438134,9781596438132,Delilah Dirk and the Turkish Lieutenant,,2013,17261174,Tony  Cliff,"Teen,Young Adult,Historical,Comics,Graphic Novels,Sequential Art,Fiction,Fantasy,Adventure,Historical Fiction,Action",https://d.gr-assets.com/books/1417605608l/17261174.jpg,"Lovable ne'er-do-well Delilah Dirk has travelled to Japan, Indonesia, France, and even the New World. Using the skills she's picked up on the way, Delilah's adventures continue as she plots to rob a rich and corrupt Sultan in Constantinople. With the aid of her flying boat and her newfound friend, Selim, she evades the Sultan's guards, leaves angry pirates in the dust, andLovable ne'er-do-well Delilah Dirk has travelled to Japan, Indonesia, France, and even the New World. Using the skills she's picked up on the way, Delilah's adventures continue as she plots to rob a rich and corrupt Sultan in Constantinople. With the aid of her flying boat and her newfound friend, Selim, she evades the Sultan's guards, leaves angry pirates in the dust, and fights her way through the countryside. For Delilah, one adventure leads to the next in this thrilling and funny installment in her exciting life. A little bit Tintin, a little bit Indiana Jones, Delilah Dirk is a great pick for any reader looking for a smart and foolhardy heroine...and globetrotting adventures."
First Second,1596438231,9781596438231,Fairy Tale Comics: Classic Tales Told by Extraordinary Cartoonists,,2013,17261176,"Raina Telgemeier,David Mazzucchelli,Jamie Hernandez,Charise Mericle Harper,Jillian Tamaki,Chris Duffy,Graham Annable,Craig Thompson,Ramona Fradon,Emily Carroll,Karl Kerschl,Gigi D.G.,Gilbert Hernández,Brett Helquist,Vanessa Davis,Joseph  Lambert,Bobby London,Luke Pearson","Middle Grade,Humor,Childrens,Comics,Graphic Novels,Sequential Art,Fiction,Anthologies,Fantasy,Fairy Tales,Short Stories",https://d.gr-assets.com/books/1359199475l/17261176.jpg,"From favorites like ""Puss in Boots"" and ""Goldilocks"" to obscure gems like ""The Boy Who Drew Cats,"" Fairy Tale Comics has something to offer every reader. Seventeen fairy tales are wonderfully adapted and illustrated in comics format by seventeen different cartoonists, including Raina Telgemeier, Brett Helquist, Cherise Harper, and more.Edited by Nursery Rhyme Comics' ChrisFrom favorites like ""Puss in Boots"" and ""Goldilocks"" to obscure gems like ""The Boy Who Drew Cats,"" Fairy Tale Comics has something to offer every reader. Seventeen fairy tales are wonderfully adapted and illustrated in comics format by seventeen different cartoonists, including Raina Telgemeier, Brett Helquist, Cherise Harper, and more.Edited by Nursery Rhyme Comics' Chris Duffy, this jacketed hardcover is a beautiful gift and an instant classic."
First Second,1596438738,9781596438736,Hidden: A Child's Story of the Holocaust,,2014,17934457,"Marc Lizano,Greg Salsedo,Alexis Siegel,Loïc Dauvillier","Middle Grade,World War II,Childrens,Comics,Juvenile,Graphic Novels,Sequential Art,Holocaust,Historical,Historical Fiction,War,History",https://d.gr-assets.com/books/1377532004l/17934457.jpg,"In this gentle, poetic young graphic novel, Dounia, a grandmother, tells her granddaughter the story even her son has never heard: how, as a young Jewish girl in Paris, she was hidden away from the Nazis by a series of neighbors and friends who risked their lives to keep her alive when her parents had been taken to concentration camps.Hidden ends on a tender note, with DouIn this gentle, poetic young graphic novel, Dounia, a grandmother, tells her granddaughter the story even her son has never heard: how, as a young Jewish girl in Paris, she was hidden away from the Nazis by a series of neighbors and friends who risked their lives to keep her alive when her parents had been taken to concentration camps.Hidden ends on a tender note, with Dounia and her mother rediscovering each other as World War II ends . . . and a young girl in present-day France becoming closer to her grandmother, who can finally, after all those years, tell her story. With words by Loïc Dauvillier and art by Marc Lizano and Greg Salsedo, this picture book-style comic for young readers is a touching read.""Originally published in 2012 by Le Lombard under the title L'Enfant Cache""--Copyright page."
First Second,1596433930,9781596433939,Templar,,2013,16075916,"Jordan Mechner,Alex Puvilland,LeUyen Pham","Young Adult,Historical,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Romance,Adventure,Historical Fiction,Adult",https://d.gr-assets.com/books/1420778289l/16075916.jpg,"Martin is one of a handful of Templar Knights to escapewhen the king of France and the pope conspire to destroy the noble order.The pope and king aim to framethe Templarsfor heresy, execute all of them, and make off with their legendary treasure. That's the plan, anyway, but Martin and several other survivingknights mount a counter-campaign to regain the lost treasure of tMartin is one of a handful of Templar Knights to escapewhen the king of France and the pope conspire to destroy the noble order.The pope and king aim to framethe Templarsfor heresy, execute all of them, and make off with their legendary treasure. That's the plan, anyway, but Martin and several other survivingknights mount a counter-campaign to regain the lost treasure of the Knights Templar.With gorgeous illustrations by LeUyen Pham and Alexander Puvilland and lush coloring from Hilary Sycamore, this 473-page, full-color, hardcover graphic novel by Jordan Mechneris itself a treasure.Preface by author: iv - viAfterword by author: p. 470Selected bibliography: p. 473"
Dark Horse Books,1616552794,9781616552794,"Bandette, Volume 1: Presto!",,2013,18124640,"Colleen Coover,Paul Tobin,Brendan Wright","Mystery,Teen,Young Adult,Humor,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Adventure,Crime",https://d.gr-assets.com/books/1403207305l/18124640.jpg,"She is ALLURING She is MYSTERIOUSShe is BANDETTE!The world's greatest thief is a costumed teen burglar by the nome d'arte of Bandette! Gleefully plying her skills on either side of the law alongside her network of street urchins, Bandette is a thorn in the side of both Police Inspector Belgique and the criminal underworld. But it's not all breaking hearts and purloining maShe is ALLURING She is MYSTERIOUSShe is BANDETTE!The world's greatest thief is a costumed teen burglar by the nome d'arte of Bandette! Gleefully plying her skills on either side of the law alongside her network of street urchins, Bandette is a thorn in the side of both Police Inspector Belgique and the criminal underworld. But it's not all breaking hearts and purloining masterpieces when a rival thief makes a startling discovery. Can even Bandette laugh off a plot against her life?"
First Second,1596436972,9781596436978,The Shadow Hero,,2014,18465601,"Gene Luen Yang,Sonny Liew,Chu Hing","Teen,Young Adult,Comics,Graphic Novels,Sequential Art,Fiction,Fantasy,Cultural,Adventure,Historical Fiction,Superheroes",https://d.gr-assets.com/books/1381948340l/18465601.jpg,"A VIBRANT HOMAGE TO A CLASSIC COMIC FROM TWO MASTERS OF THE MODERN GRAPHIC NOVEL. The Shadow Hero is based on golden-age comic series The Green Turtle, whose hero solved crimes and fought injustice just like any other comics hero. But this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...The Green Turtle was the first Asian American suA VIBRANT HOMAGE TO A CLASSIC COMIC FROM TWO MASTERS OF THE MODERN GRAPHIC NOVEL. The Shadow Hero is based on golden-age comic series The Green Turtle, whose hero solved crimes and fought injustice just like any other comics hero. But this mysterious masked crusader was hiding more than your run-of-the-mill secret identity...The Green Turtle was the first Asian American superhero.Now, exactly seventy years later, New York Times-bestselling author Gene Luen Yang has revived this nearly forgotten, pioneering character in a new graphic novel that creates an origin story for the golden-age Green Turtle. With artwork by the unmatched Sonny Liew, this hilarious and insightful graphic novel about heroism and heritage is also a loving tribute to the long, rich tradition of American superhero comics."
Dark Horse Books,1616550848,9781616550844,The Adventures of Superhero Girl,,2013,16231347,"Faith Erin Hicks,Rachel Edidin,Kurt Busiek","Teen,Young Adult,Humor,Comics,Graphic Novels Comics,Graphic Novels,Sequential Art,Fiction,Fantasy,Adventure,Superheroes",https://d.gr-assets.com/books/1422424694l/16231347.jpg,"What if you can leap tall buildings and defeat alien monsters with your bare hands, but you buy your capes at secondhand stores, and have a weakness for kittens, and a snarky comment from Skeptical Guy can ruin a whole afternoon? Cartoonist Faith Erin Hicks brings her skills in character design and sharp, charming humor to the trials and tribulations of a young, superheroWhat if you can leap tall buildings and defeat alien monsters with your bare hands, but you buy your capes at secondhand stores, and have a weakness for kittens, and a snarky comment from Skeptical Guy can ruin a whole afternoon? Cartoonist Faith Erin Hicks brings her skills in character design and sharp, charming humor to the trials and tribulations of a young, superhero battling monsters both supernatural and mundane in an all-too-ordinary world."
Carolrhoda Books,0822571358,9780822571353,Written in Bone: Buried Lives of Jamestown and Colonial Maryland,,2009,3213072,Sally M. Walker,"Teen,Middle Grade,Young Adult,Childrens,Science,Juvenile,Anthropology,American History,Historical,Non Fiction,History",https://d.gr-assets.com/books/1347521093l/3213072.jpg,"Join author Sally M. Walker as she works alongside scientists investigating colonial-era graves near Jamestown, Virginia: a teenage boy, a ship's captain, an indentured servant, a colonial official and his family, and an enslaved African girl. All are reaching beyond the grave to tell us their stories, which are written in bone."
"Farrar,and Giroux ",0374313229,9780374313227,Claudette Colvin: Twice Toward Justice,,2009,5201814,Phillip M. Hoose,"Teen,Biography Memoir,Young Adult,Childrens,Historical Fiction,Middle Grade,Social Justice,Juvenile,Race,Historical,Social Movements",https://d.gr-assets.com/books/1317793048l/5201814.jpg,"  “When it comes to justice, there is no easy way to get it. You can’t sugarcoat it. You have to take a stand and say, ‘This is not right.’” – Claudette Colvin On March 2, 1955, an impassioned teenager, fed up with the daily injustices of Jim Crow segregation, refused to give her seat to a white woman on a segregated bus in Montgomery, Alabama. Instead of being celebrated  “When it comes to justice, there is no easy way to get it. You can’t sugarcoat it. You have to take a stand and say, ‘This is not right.’” – Claudette Colvin On March 2, 1955, an impassioned teenager, fed up with the daily injustices of Jim Crow segregation, refused to give her seat to a white woman on a segregated bus in Montgomery, Alabama. Instead of being celebrated as Rosa Parks would be just nine months later, fifteen-year-old Claudette Colvin found herself shunned by her classmates and dismissed by community leaders. Undaunted, a year later she dared to challenge segregation again as a key plaintiff in Browder v. Gayle, the landmark case that struck down the segregation laws of Montgomery and swept away the legal underpinnings of the Jim Crow South. Based on extensive interviews with Claudette Colvin and many others, Phillip Hoose presents the first in-depth account of an important yet largely unknown civil rights figure, skillfully weaving her dramatic story into the fabric of the historic Montgomery bus boycott and court case that would change the course of American history."
